date,open,high,low,close,volume,MA20,MA60,MA200,RSI,MACD,SIGNAL,HIST,BB_UPPER,BB_LOWER,VOL_MA20
2021-07-02 00:00:00+00:00,0.2438,0.24916,0.23839,0.24505,1081847381.6,,,,,0.0,0.0,0.0,,,
2021-07-03 00:00:00+00:00,0.24498,0.25039,0.242,0.24636,759251070.1,,,,100.0,0.00010450142450141309,2.090028490028262e-05,8.360113960113048e-05,,,
2021-07-04 00:00:00+00:00,0.24634,0.253,0.24324,0.24643,823044174.7,,,,100.0,0.00019076890609653896,5.487400913953389e-05,0.00013589489695700507,,,
2021-07-05 00:00:00+00:00,0.24636,0.249,0.22547,0.2311,1181584860.3,,,,50.87887942872848,-0.0009667225987060879,-0.00014944531242959048,-0.0008172772862764975,,,
2021-07-06 00:00:00+00:00,0.23117,0.2423,0.22931,0.23417,981368400.5,,,,55.584174934094136,-0.0016176720956460056,-0.00044309066907287354,-0.001174581426573132,,,
2021-07-07 00:00:00+00:00,0.23418,0.23862,0.22084,0.22386,952129896.6,,,,41.28243401149306,-0.0029316903955773077,-0.0009408106143737605,-0.0019908797812035472,,,
2021-07-08 00:00:00+00:00,0.22386,0.22481,0.20148,0.2069,1487061330.1,,,,28.356902743289865,-0.005280716808394398,-0.001808791853177888,-0.0034719249552165096,,,
2021-07-09 00:00:00+00:00,0.20708,0.22986,0.19521,0.21963,2291127903.5,,,,42.82673085298963,-0.006045444433155411,-0.0026561223691733927,-0.0033893220639820186,,,
2021-07-10 00:00:00+00:00,0.21966,0.22812,0.2097,0.21375,919482894.5,,,,38.916876324461136,-0.0070447558835163016,-0.0035338490720419747,-0.003510906811474327,,,
2021-07-11 00:00:00+00:00,0.21376,0.21917,0.21061,0.21597,551263176.4,,,,41.10311868836894,-0.007570316069599403,-0.00434114247155346,-0.0032291735980459427,,,
2021-07-12 00:00:00+00:00,0.21597,0.219,0.20394,0.20775,805441341.2,,,,35.969589087217415,-0.008551534835680469,-0.005183220944378862,-0.0033683138913016067,,,
2021-07-13 00:00:00+00:00,0.20776,0.20893,0.19749,0.19997,916221269.9,,,,31.907690061198792,-0.009843469369382962,-0.006115270629379683,-0.0037281987400032794,,,
2021-07-14 00:00:00+00:00,0.19995,0.20479,0.18725,0.19761,1247947078.4,,,,30.772487556331185,-0.01093175460952725,-0.007078567425409197,-0.0038531871841180534,,,
2021-07-15 00:00:00+00:00,0.19759,0.20089,0.18051,0.18534,966797093.3,,,,25.660789101305284,-0.012638624759389261,-0.00819057889220521,-0.004448045867184051,,,
2021-07-16 00:00:00+00:00,0.18534,0.18833,0.17118,0.17202,1185633674.2,,,,21.487867025440693,-0.014894450378120039,-0.009531353189388176,-0.005363097188731862,,,
2021-07-17 00:00:00+00:00,0.17203,0.2053,0.16884,0.18734,2572720766.9,,,,34.65072676100179,-0.015269989533785278,-0.010679080458267598,-0.00459090907551768,,,
2021-07-18 00:00:00+00:00,0.18738,0.19605,0.18019,0.18157,1344894101.6,,,,32.44447076602104,-0.015850483293536805,-0.011713361025321441,-0.004137122268215363,,,
2021-07-19 00:00:00+00:00,0.18156,0.18429,0.17025,0.17362,1079953391.4,,,,29.64385084755081,-0.016758841842703542,-0.012722457188797862,-0.00403638465390568,,,
2021-07-20 00:00:00+00:00,0.17362,0.17997,0.15988,0.17047,1865041957.2,,,,28.5907566111416,-0.017530816867347532,-0.013684129124507798,-0.003846687742839734,,,
2021-07-21 00:00:00+00:00,0.17048,0.21442,0.16836,0.19046,4505979384.2,0.2074685,,,42.54089192921343,-0.01634121534115865,-0.01421554636783797,-0.00212566897332068,0.2565042519673146,0.15843274803268542,1375939557.33
2021-07-22 00:00:00+00:00,0.19045,0.19646,0.18632,0.19123,1393922167.5,0.2047775,,,43.002783725320874,-0.01516154217572685,-0.014404745529415746,-0.0007567966463111041,0.25110031290034096,0.15845468709965901,1391543296.625
2021-07-23 00:00:00+00:00,0.19119,0.19977,0.18292,0.19489,1352326692.4,0.202204,,,45.25545221716459,-0.013772549898813297,-0.014278306403295256,0.0005057565044819592,0.24454833912579102,0.15985966087420897,1421197077.74
2021-07-24 00:00:00+00:00,0.1949,0.2045,0.19117,0.19688,1627615706.2,0.1997265,,,46.49369352042787,-0.012368609512071166,-0.013896367025050439,0.001527757512979273,0.23691483434022015,0.16253816565977985,1461425654.315
2021-07-25 00:00:00+00:00,0.19689,0.20076,0.19105,0.19793,1122436168.6,0.198068,,,47.172653408132696,-0.011043942718902022,-0.013325882163820756,0.002281939444918734,0.2323572972223112,0.1637787027776888,1458468219.73
2021-07-26 00:00:00+00:00,0.19788,0.23314,0.19679,0.20362,4546455511.8,0.19654049999999998,,,50.81498595789471,-0.009426338334294848,-0.012545973397915576,0.0031196350636207276,0.22673846249749305,0.1663425375025069,1636722575.2949998
2021-07-27 00:00:00+00:00,0.20363,0.2095,0.19506,0.20585,2030159664.4,0.19564,,,52.20581309253495,-0.007873670074738853,-0.011611512733280233,0.0037378426585413793,0.22350997811265733,0.1677700218873427,1690624063.685
2021-07-28 00:00:00+00:00,0.20586,0.21386,0.20161,0.20574,1698684418.6,0.195582,,,52.12750983320532,-0.006576238588479999,-0.010604457904320186,0.004028219315840187,0.2233626894082922,0.1678013105917078,1701205218.11
2021-07-29 00:00:00+00:00,0.20571,0.20664,0.2003,0.20502,875707720.8,0.1948515,,,51.582147810477814,-0.005542225445815868,-0.009592011412619322,0.0040497859668034535,0.2207703366058355,0.16893266339416452,1630434208.975
2021-07-30 00:00:00+00:00,0.20503,0.21065,0.19587,0.20873,1260492016.3,0.1946005,,,54.23883881676842,-0.004372987508448667,-0.008548206631785191,0.004175219123336524,0.2198715502156123,0.16932944978438771,1647484665.065
2021-07-31 00:00:00+00:00,0.20872,0.2145,0.20476,0.20765,1177482439.7,0.1941845,,,53.32161909822155,-0.0034932371300732123,-0.007537212731442795,0.004043975601369583,0.21828139894986487,0.17008760105013515,1678795628.23
