date,open,high,low,close,volume
2021-07-03 00:00:00+00:00,18.277,18.894,17.864,18.543,3457947.186
2021-07-04 00:00:00+00:00,18.543,19.925,18.002,19.242,4719545.203
2021-07-05 00:00:00+00:00,19.238,19.242,17.767,18.362,5293286.65
2021-07-06 00:00:00+00:00,18.364,20.271,18.317,20.073,8365971.342
2021-07-07 00:00:00+00:00,20.073,21.274,19.62,19.788,7382310.549
2021-07-08 00:00:00+00:00,19.786,19.873,18.138,18.353,7810651.198
2021-07-09 00:00:00+00:00,18.365,18.877,17.617,18.656,5274715.584
2021-07-10 00:00:00+00:00,18.656,18.988,17.734,18.204,4080693.184
2021-07-11 00:00:00+00:00,18.209,18.581,17.861,18.383,2750998.477
2021-07-12 00:00:00+00:00,18.382,18.609,17.0,17.518,3787713.432
2021-07-13 00:00:00+00:00,17.514,17.766,16.663,16.87,3654707.118
2021-07-14 00:00:00+00:00,16.873,17.419,16.014,16.936,5451319.438
2021-07-15 00:00:00+00:00,16.936,17.238,15.517,15.764,6244804.485
2021-07-16 00:00:00+00:00,15.764,16.33,15.125,15.234,5213696.453
2021-07-17 00:00:00+00:00,15.234,15.678,15.02,15.352,5177561.722
2021-07-18 00:00:00+00:00,15.352,16.078,15.155,15.47,3946695.121
2021-07-19 00:00:00+00:00,15.475,15.641,14.404,14.528,5829694.304
2021-07-20 00:00:00+00:00,14.529,14.783,13.384,13.742,7700512.325
2021-07-21 00:00:00+00:00,13.744,15.797,13.46,15.297,8493449.369
2021-07-22 00:00:00+00:00,15.3,16.176,14.961,16.071,5864766.171
2021-07-23 00:00:00+00:00,16.073,16.572,15.23,16.502,5208073.46
2021-07-24 00:00:00+00:00,16.507,17.132,16.307,16.683,5410931.847
2021-07-25 00:00:00+00:00,16.687,17.062,16.156,16.746,4708980.418
2021-07-26 00:00:00+00:00,16.745,19.958,16.662,18.028,14210837.673
2021-07-27 00:00:00+00:00,18.03,19.58,17.602,19.489,8327513.617
2021-07-28 00:00:00+00:00,19.483,19.987,18.611,19.109,7596790.315
2021-07-29 00:00:00+00:00,19.106,19.472,18.608,19.37,4161840.776
2021-07-30 00:00:00+00:00,19.372,22.666,18.823,22.269,12896563.782
2021-07-31 00:00:00+00:00,22.269,23.375,21.266,22.713,7637055.914
2021-08-01 00:00:00+00:00,22.722,23.94,21.789,22.062,8728644.337
2021-08-02 00:00:00+00:00,22.065,23.975,21.401,23.472,7225124.74
2021-08-03 00:00:00+00:00,23.474,24.431,22.039,23.942,9465472.392
2021-08-04 00:00:00+00:00,23.942,25.0,22.869,24.193,8225660.808
2021-08-05 00:00:00+00:00,24.188,24.335,22.468,24.057,7144781.467
2021-08-06 00:00:00+00:00,24.051,24.391,22.996,23.89,7433704.425
2021-08-07 00:00:00+00:00,23.889,25.157,23.626,24.694,6218217.158
2021-08-08 00:00:00+00:00,24.688,24.946,22.565,23.029,5179399.165
2021-08-09 00:00:00+00:00,23.026,24.691,22.072,24.197,5994876.946
2021-08-10 00:00:00+00:00,24.198,25.518,23.736,24.537,6592102.333
2021-08-11 00:00:00+00:00,24.536,27.313,24.459,25.906,7843592.877
2021-08-12 00:00:00+00:00,25.902,26.902,24.085,24.944,6385288.818
2021-08-13 00:00:00+00:00,24.941,27.771,24.715,27.748,4895829.581
2021-08-14 00:00:00+00:00,27.748,27.955,26.371,27.144,5869978.184
2021-08-15 00:00:00+00:00,27.139,27.983,25.901,27.901,4492523.836
2021-08-16 00:00:00+00:00,27.901,30.51,27.638,27.944,9364186.799
2021-08-17 00:00:00+00:00,27.95,30.299,25.881,26.146,9870163.634
2021-08-18 00:00:00+00:00,26.145,26.922,24.847,25.341,8437887.642
2021-08-19 00:00:00+00:00,25.341,27.132,24.479,27.096,7978787.57
2021-08-20 00:00:00+00:00,27.101,29.048,26.647,28.678,6765096.705
2021-08-21 00:00:00+00:00,28.681,29.156,27.648,27.844,5165729.464
