date,open,high,low,close,volume
2021-07-03 00:00:00+00:00,18.216,19.559,17.789,19.474,1969946.1
2021-07-04 00:00:00+00:00,19.474,21.498,18.931,20.757,3396421.138
2021-07-05 00:00:00+00:00,20.751,20.906,19.068,20.063,3729063.072
2021-07-06 00:00:00+00:00,20.062,23.235,20.03,22.376,5911864.441
2021-07-07 00:00:00+00:00,22.373,23.456,21.65,22.253,3088190.073
2021-07-08 00:00:00+00:00,22.254,22.311,19.908,20.353,3124268.554
2021-07-09 00:00:00+00:00,20.342,21.686,19.78,20.986,2534220.366
2021-07-10 00:00:00+00:00,20.978,21.515,19.95,20.244,1405443.519
2021-07-11 00:00:00+00:00,20.245,20.947,19.98,20.7,1315491.272
2021-07-12 00:00:00+00:00,20.7,21.45,19.205,19.528,1844838.187
2021-07-13 00:00:00+00:00,19.531,19.738,18.172,18.47,2357239.528
2021-07-14 00:00:00+00:00,18.461,18.542,16.721,17.885,4782786.984
2021-07-15 00:00:00+00:00,17.889,18.389,16.797,17.068,3278504.789
2021-07-16 00:00:00+00:00,17.07,17.6,15.918,16.337,2512504.072
2021-07-17 00:00:00+00:00,16.353,16.744,15.928,16.098,2244463.838
2021-07-18 00:00:00+00:00,16.112,17.168,16.024,16.305,2646507.712
2021-07-19 00:00:00+00:00,16.311,16.791,15.398,15.742,3004534.037
2021-07-20 00:00:00+00:00,15.735,15.97,14.394,14.554,3276914.078
2021-07-21 00:00:00+00:00,14.569,16.876,14.013,16.727,3689271.238
2021-07-22 00:00:00+00:00,16.727,17.617,16.066,17.579,2957017.843
2021-07-23 00:00:00+00:00,17.572,18.692,16.933,18.603,2570278.497
2021-07-24 00:00:00+00:00,18.6,18.941,18.031,18.239,2296503.764
2021-07-25 00:00:00+00:00,18.243,18.446,17.242,18.285,1820324.297
2021-07-26 00:00:00+00:00,18.273,20.319,18.174,18.527,4348247.683
2021-07-27 00:00:00+00:00,18.525,19.245,17.67,18.887,2480974.86
2021-07-28 00:00:00+00:00,18.89,19.467,18.52,19.065,2170430.677
2021-07-29 00:00:00+00:00,19.061,19.808,18.571,19.58,1868109.678
2021-07-30 00:00:00+00:00,19.576,21.064,19.34,20.917,3593897.692
2021-07-31 00:00:00+00:00,20.919,21.954,20.672,21.767,2671808.162
2021-08-01 00:00:00+00:00,21.764,23.22,21.546,21.979,3359665.109
2021-08-02 00:00:00+00:00,21.976,23.099,21.391,22.382,2704014.132
2021-08-03 00:00:00+00:00,22.382,22.74,20.624,21.326,3057063.711
2021-08-04 00:00:00+00:00,21.339,23.731,20.767,23.536,2980641.044
2021-08-05 00:00:00+00:00,23.53,25.579,22.057,25.44,3892635.146
2021-08-06 00:00:00+00:00,25.431,27.005,24.536,26.178,2830769.772
2021-08-07 00:00:00+00:00,26.178,29.0,25.8,28.3,4007794.406
2021-08-08 00:00:00+00:00,28.302,28.703,25.949,26.722,2475928.856
2021-08-09 00:00:00+00:00,26.697,28.78,25.378,28.352,2965035.961
2021-08-10 00:00:00+00:00,28.351,30.212,28.165,28.755,3851371.432
2021-08-11 00:00:00+00:00,28.756,30.426,28.725,28.95,2863582.29
2021-08-12 00:00:00+00:00,28.938,29.898,26.861,28.087,2795747.688
2021-08-13 00:00:00+00:00,28.092,30.617,27.845,30.507,2444678.043
2021-08-14 00:00:00+00:00,30.514,30.65,28.676,30.11,2362628.663
2021-08-15 00:00:00+00:00,30.113,30.456,28.28,30.239,2278033.949
2021-08-16 00:00:00+00:00,30.239,31.257,28.992,29.072,2815461.956
2021-08-17 00:00:00+00:00,29.072,30.809,25.882,26.416,3570773.107
2021-08-18 00:00:00+00:00,26.404,27.35,25.37,26.313,3781661.929
2021-08-19 00:00:00+00:00,26.319,27.99,25.306,27.962,2838095.207
2021-08-20 00:00:00+00:00,27.959,29.233,27.514,28.886,2616101.383
2021-08-21 00:00:00+00:00,28.887,29.724,28.175,28.237,2358606.712
2021-08-22 00:00:00+00:00,28.229,29.2,27.113,28.4,1948915.56
2021-08-23 00:00:00+00:00,28.4,29.627,28.363,28.8,2289290.628
2021-08-24 00:00:00+00:00,28.79,29.236,26.5,26.609,2151595.884
2021-08-25 00:00:00+00:00,26.614,27.455,25.68,27.064,1871023.847
2021-08-26 00:00:00+00:00,27.052,27.669,25.02,25.51,1862336.279
2021-08-27 00:00:00+00:00,25.52,27.478,25.02,27.41,1901520.921
2021-08-28 00:00:00+00:00,27.43,27.6,26.62,26.81,1118897.776
2021-08-29 00:00:00+00:00,26.84,27.67,26.15,26.78,1549825.926
2021-08-30 00:00:00+00:00,26.8,28.22,25.55,26.84,2436669.417
2021-08-31 00:00:00+00:00,26.84,29.79,26.15,29.38,4325565.565
2021-09-01 00:00:00+00:00,29.37,31.385,28.69,31.35,4806428.845
2021-09-02 00:00:00+00:00,31.33,31.41,29.48,29.93,2046183.925
2021-09-03 00:00:00+00:00,29.93,31.21,28.31,28.65,6213970.64
2021-09-04 00:00:00+00:00,28.66,29.48,28.2,28.56,2175242.4
2021-09-05 00:00:00+00:00,28.57,29.5,28.25,29.37,1844290.25
2021-09-06 00:00:00+00:00,29.35,30.3,28.11,28.84,3797456.43
2021-09-07 00:00:00+00:00,28.84,29.33,21.0,24.32,8621704.918
2021-09-08 00:00:00+00:00,24.34,24.98,21.35,23.15,4662434.29
2021-09-09 00:00:00+00:00,23.15,24.73,22.71,23.32,3345222.86
2021-09-10 00:00:00+00:00,23.31,24.26,21.4,22.31,2591885.65
